playerId,player,team,position,age,exp,bye,lower,upper,sdPts,dropoff,tier,ptSpread,overallECR,positionECR,sdRank,risk,sleeper,games,points,vor,vorLow,vorHigh,overallRank,positionRank,ptsGame,vorGame,vorGameLow,vorGameHigh,adp,auctionValue,adpDiff,cost,ppdollar
2555460,Paul Perkins,NYG,RB,23,1,8,119.5,145.4253886,12.0406946852325,0.517820551,11,25.92538862,82.7,32.6,5.2,3.38809165847258,NA,16,133.1739216,20.91185217,40.23333333,9.003218126,56,25,8.323370102,1.30699076,2.514583333,0.562701133,66.9375,4.96,-10.9375,8,16.6467402
2552374,Ameer Abdullah,DET,RB,24,2,7,104.2,149.1573745,17.4997433671587,0.82937745,11,44.95737453,57.1,24,3.8,4.83614409666284,NA,16,133.0530636,20.79099413,24.93333333,12.73520403,57,26,8.315816475,1.299437133,1.558333333,0.795950252,73.58,6.055,-16.58,9,14.78367373
2531332,Terrelle Pryor,WAS,WR,28,6,5,108.3243858,149.9975435,17.261683241802,0.89670869,6,41.67315765,34.9,16.6,4.4,4.59404262824297,NA,16,136.9183244,20.40360099,8.776632038,18.91336646,58,18,8.557395277,1.275225062,0.548539502,1.182085404,26.92,21.525,31.08,26,5.266089401
2543471,Kelvin Benjamin,CAR,WR,26,3,11,110.0243858,154.2360561,14.7955812702404,1.336073126,6,44.21167034,57.9,25.5,4.8,4.00075512387156,NA,16,136.5712088,20.05648535,10.47663204,23.15187915,59,19,8.53570055,1.253530334,0.654789502,1.446992447,46.77,8.635,12.23,13,10.5054776
2556414,Rob Kelley,WAS,RB,25,1,5,111.9516807,149.1978153,16.1338861088153,0.339318848,11,37.24613458,81,31.4,5.9,3.41024776065233,NA,16,132.2591386,19.9970691,32.68501401,12.77564476,60,27,8.26619616,1.249816819,2.042813375,0.798477797,68.7225,3.42,-8.7225,6,22.04318976
2552453,Tevin Coleman,ATL,RB,24,2,5,122.5084034,141.9571221,15.6145493021959,0.956357022,11,19.44871873,66.5,27.6,4.7,5.23984775881739,37,16,132.1882337,19.92616427,43.24173669,5.534951595,61,28,8.261764608,1.245385267,2.702608543,0.345934475,87.9233,4.08,-26.9233,7,18.88403339
2539663,Mike Gillislee,NE,RB,27,4,9,0,143.5952599,51.6504724285749,3.895971398,12,143.5952599,65.4,26.9,4.1,5.00252993722447,38,16,131.6514057,19.38933623,-79.26666667,7.173089441,62,29,8.228212856,1.211833514,-4.954166667,0.44831809,54.4125,6.465,7.5875,9,14.62793397
497328,Demaryius Thomas,DEN,WR,30,7,5,121.0696997,143.44935,8.77699712066351,1.608090074,6,22.37965029,31.7,14.6,2.4,3.0802488911943,NA,16,135.4720227,18.95729924,21.52194596,12.36517302,63,20,8.467001418,1.184831203,1.345121622,0.772823314,25.945,24.405,37.055,29,4.671449058
2543664,Terrance West,BAL,RB,26,3,10,109.8495798,142.2919736,13.7825343742896,7.341942271,13,32.44239378,76.5,30.3,6,3.47888165586434,29,16,130.8123477,18.55027827,30.58291317,5.869803117,64,30,8.175771733,1.159392392,1.911432073,0.366862695,80.5525,2.415,-16.5525,5,26.16246955
2556214,Tyreek Hill,KC,WR,23,1,10,119.6022367,146.848118,16.6545616162704,3.366364047,6,27.24588137,49.9,22.8,5.3,3.63103422045372,NA,16,134.9982486,18.4835252,20.0544829,15.76394105,65,21,8.43739054,1.155220325,1.253405181,0.985246316,36.7325,11.115,28.2675,16,8.43739054
2504797,Matt Bryant,ATL,K,42,15,5,145.7848213,162.7483851,9.15395640508591,5.337480098,2,16.96356382,176.4,3.4,1.7,3.15888839132463,NA,16,153.6520018,17.83351768,18.70632585,18.46221903,66,2,9.603250114,1.114594855,1.169145366,1.153888689,116.4933,1.86,-50.4933,1,153.6520018
2506922,Stephen Gostkowski,NE,K,33,11,9,133.1367264,164.0121265,12.8172990030982,12.64798351,2,30.87540014,167.7,1.8,0.7,2.76121978378903,NA,16,153.5599117,17.74142758,6.058230902,19.72596041,67,3,9.597494483,1.108839224,0.378639431,1.232872526,105.8433,2.8,-38.8433,1,153.5599117
497326,Golden Tate,DET,WR,29,7,7,120.2547771,141.3353391,8.74220125508618,2.315354885,6,21.08056201,52.4,24,4,2.97137261289091,NA,16,132.7296166,16.21489314,20.7070233,10.25116209,68,22,8.295601037,1.013430822,1.294188956,0.640697631,42.725,12.415,25.275,17,7.807624506
2552592,Kwon Alexander,TB,LB,23,2,11,131.65,143.6863505,8.2567006681329,0.718588119,1,12.03635051,NA,2.3,1.1,3.55552999866514,NA,16,137.7726186,14.54033547,15.11625401,15.24355555,69,1,8.610788662,0.908770967,0.944765876,0.952722222,103.7,4.5,-34.7,1,137.7726186
2540143,Alec Ogletree,LAR,LB,26,4,9,136.2,138.4114236,1.27740547907606,2.357670397,1,2.211423604,NA,4.7,1.3,3.12879813550596,NA,16,137.5635318,14.33124867,19.66625401,9.96862865,70,2,8.597720737,0.895703042,1.229140876,0.623039291,128.8,4,-58.8,1,137.5635318
497322,Emmanuel Sanders,DEN,WR,30,7,5,115.8172884,137.5603686,8.33372871546235,0.65697775,7,21.74308019,55.6,24.9,4.7,4.58099471936872,NA,16,130.5341526,14.01942915,16.26953468,6.476191641,71,23,8.158384538,0.876214322,1.016845917,0.404761978,50.08,9.565,20.92,14,9.323868043
2540154,Keenan Allen,LAC,WR,25,4,8,118.557889,140.3068412,12.053743668626,0.866448982,7,21.74895226,41.8,19.4,4.5,5.27002473867427,NA,16,130.2943708,13.77964737,19.01013522,9.222664253,72,24,8.143398176,0.86122796,1.188133451,0.576416516,36.66,15.455,35.34,20,6.514718541
496739,Reshad Jones,MIA,DB,29,7,11,87.1,126.8660206,21.9167028278107,2.346498809,2,39.76602062,NA,4.4,2.3,3.09581903633693,NA,16,114.5871929,13.61623148,-6.65,21.44354534,73,2,7.161699556,0.851014468,-0.415625,1.340221584,122.6,4,-49.6,1,114.5871929
2533056,Luke Kuechly,CAR,LB,26,5,11,134.8096286,138.5088685,2.91261535469677,3.991530815,1,3.699239891,NA,1.4,0.6,3.54676289500906,NA,16,136.5445292,13.31224603,18.27588262,10.06607355,74,3,8.534033072,0.832015377,1.142242664,0.629129597,62.9,11.3,11.1,1,136.5445292
2555260,Dak Prescott,DAL,QB,24,1,6,200.78,275.5321264,25.8203743998239,3.276306103,4,74.75212636,96.9,11.8,2.9,3.19907298220401,NA,16,257.3390423,13.1308984,6.953333333,15.75819113,75,6,16.08369014,0.82068115,0.434583333,0.984886946,62.46,5.89,12.54,9,28.59322692
2506106,Larry Fitzgerald,ARI,WR,34,13,8,113.711192,138.1889002,10.923513869273,0.753195419,7,24.47770825,54.9,24.6,5.4,3.31360557625511,NA,16,129.4599789,12.94525544,14.16343823,7.104723248,76,25,8.091248681,0.809078465,0.885214889,0.444045203,43.4775,12.495,32.5225,17,7.615292876
2543457,Sammy Watkins,LAR,WR,24,3,9,101.3102159,140.0423688,15.0623971144262,2.219752585,7,38.73215295,57.4,25.3,6.5,8.0056331768853,NA,16,129.3958648,12.88114133,1.762462105,8.958191831,77,26,8.087241549,0.805071333,0.110153882,0.559886989,45.25,11.605,31.75,16,8.087241549
2555543,Keanu Neal,ATL,DB,NA,1,5,102.45,118.7665435,9.04522490673888,3.780356832,2,16.31654354,NA,3.5,4.1,3.1419119444261,NA,16,113.8174955,12.84653406,8.7,13.34406826,78,3,7.113593467,0.802908379,0.54375,0.834004266,118.6,2.9,-40.6,1,113.8174955
2495438,Kyle Rudolph,MIN,TE,28,6,9,106.4479025,121.2633887,7.12241379374493,6.62552759,4,14.81548626,83.8,7.4,1.3,4.90169224714993,NA,16,114.5450768,12.7033928,25.38872614,5.282652112,79,6,7.159067298,0.79396205,1.586795384,0.330165757,59.94,4.025,19.06,6,19.09084613
949,Jonathan Stewart,CAR,RB,30,9,11,102.4,145.3657629,19.7015521450381,5.036042111,14,42.96576292,95.9,35.9,4,5.71240950925729,39,16,124.6985209,12.43645139,23.13333333,8.94359242,80,31,7.793657553,0.777278212,1.445833333,0.558974526,81.2,2.41,-1.2,5,24.93970417
2346,Pierre Garcon,SF,WR,31,9,11,111.2,138.9456258,11.9877950884163,2.372902022,7,27.74562575,75.2,32.5,5.6,3.20070987079903,NA,16,128.0177022,11.50297872,11.65224623,7.86144876,81,27,8.001106385,0.71893617,0.72826539,0.491340547,68.08,4.235,12.92,8,16.00221277
2495455,Cam Newton,CAR,QB,28,6,11,191.14,275.6969951,29.4066687670611,2.902802234,4,84.55699512,85.9,9.4,3.4,3.65170814345769,NA,16,255.1866385,10.9784946,-2.686666667,15.92305989,82,7,15.9491649,0.686155912,-0.167916667,0.995191243,70.7867,8.3,11.2133,12,21.26555321
2532966,Bobby Wagner,SEA,LB,27,5,6,132.5397524,135.3647401,2.21776559478105,2.861254387,2,2.824987654,NA,2.8,0.8,3.20962586664715,NA,16,133.8671936,10.63491051,16.00600642,6.921945107,83,4,8.366699602,0.664681907,1.000375401,0.432621569,85.5,6.2,-2.5,1,133.8671936
496843,Jason Pierre-Paul,NYG,DL,28,7,8,79.5,89.69944154,7.76362801807292,0.448628464,3,10.19944154,NA,4.8,5.4,4.21874153411547,NA,16,84.81109056,10.09748297,9.05,10.5029068,84,3,5.30069316,0.631092685,0.565625,0.656431675,111.6,3,-27.6,1,84.81109056
2552603,Danielle Hunter,MIN,DL,23,2,9,81.03975241,88.70376147,5.72111988691216,1.223793998,3,7.664009061,NA,5.5,2.2,4.29499537112919,NA,16,84.7607289,10.0471213,10.58975241,9.507226727,85,4,5.297545556,0.627945082,0.661859525,0.59420167,167.3,2.2,-82.3,1,84.7607289
2540168,Eddie Lacy,SEA,RB,26,4,6,100.3,132.6573761,13.4370066448212,7.103196131,14,32.35737615,102.7,38.9,7.1,6.03875355678908,22,16,122.2422901,9.980220596,21.03333333,-3.764794351,86,32,7.640143128,0.623763787,1.314583333,-0.235299647,63.635,7.065,22.365,10,12.22422901
